id,category,app,official_hint,what_it_does,auth_methods,self_serve_or_gated,api_surface,api_breadth,mcp,buildability,main_blocker,evidence_url,confidence,agent_source,verification_status,verification_notes
11,Support and Helpdesk,Zendesk,zendesk.com,"Customer-support platform with APIs for ticketing, help center, messaging, voice, and other support operations.","OAuth2, token",Admin approval,REST,Broad,Unknown,Partial,Customer/admin authorization is required; distributed apps must use global OAuth.,https://developer.zendesk.com/api-reference/introduction/security-and-auth/,Low,https://developer.zendesk.com/api-reference/introduction/security-and-auth/,Verified,Manually/document verified against official source.
12,Support and Helpdesk,Intercom,intercom.com,"Intercom is a platform that combines automation and human customer support to improve resolution speed, CSAT, and reduce support volume.","OAuth2, token",Self-serve,REST,Broad,Yes,Yes,None,https://developers.intercom.com/docs/guides/mcp,High,https://developers.intercom.com/docs/build-an-integration/learn-more/authentication | https://developers.intercom.com/docs/references/rest-api/api.intercom.io | https://www.intercom.com/help/en/articles/6615543-setting-up-data-connectors-authentication | https://developers.intercom.com/docs/guides/mcp | https://www.intercom.com/integrations/connectors/intercom-mcp-server,Unverified,
13,Support and Helpdesk,Freshdesk,freshdesk.com,"Freshdesk is a cloud-based helpdesk and customer support platform that provides ticketing, automation, and collaboration tools.",API key,Unknown,REST,Unknown,Yes,Yes,None,https://developers.freshdesk.com/api/,High,https://developers.freshdesk.com/api/ | https://support.freshdesk.com/support/solutions/folders/272646 | https://developers.freshdesk.com/ | https://www.bing.com/aclick?ld=e8BV_9coIdG14DpvbHGk7F6jVUCUycEHjCcD6xpd61AioJ8-P3BW5Fs5vYGEu0WNl5MapubReDVkrmGPG25KX9HbCc55oFNYYks21zr_2m-h6Vn00hlTwUywsQ2_ozctk5RaLizYPpz2m0HK0lqNu5br9GvSr77Sdk6fzPVwH4uXbiA16J6G3fBhlKY--WrejvtHpuijYxCh3crAB9SKKTy9RCh_t4oaOEL-ZWzv0R9dMTKk--&u=aHR0cHMlM2ElMmYlMmZ3d3cuZnJlc2h3b3Jrcy5jb20lMmZmcmVzaGRlc2slMmZscCUyZmZyZXNoZGVzay1icmFuZC0yJTJmJTNmdGFjdGljX2lkJTNkMzM4NzI3NSUyNmRldmljZSUzZGMlMjZtYXRjaHR5cGUlM2RwJTI2bmV0d29yayUzZG8lMjZnY2xpZCUzZCUyNmF1ZGllbmNlJTNka3dkLTgxMzY0MTEwMDQ4Mzc2JTNhbG9jLTkwJTI2YWRfaWQlM2QlMjZtc2Nsa2lkJTNkMzliNGM4YWU5MGM4MWEwODhlYTJhMjFlNzA1MzlmY2MlMjZ1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RGRC1TZWFyY2gtQnJhbmQtSW5kaWEtVGllci0yJTI2dXRtX3Rlcm0lM2RmcmVzaGRlY2slMjZ1dG1fY29udGVudCUzZEJyYW5kLU1pc3NwZWxscy1QTQ&rlid=39b4c8ae90c81a088ea2a21e70539fcc | https://www.bing.com/aclick?ld=e880aVetUSb355x84BbJS1ZjVUCUxpuVxL9h9basWiP87uvHI0dPESiwOwXRCUq0Xm7uG_enMiui6hQtdjU6GxO4aXXj43bMmbpRaewleB6gGOJAEYm2RZS3B-R-e8B4dyenXoh-0SdvSBFq-HjX33xqw7iTQ9wvkPdK9QIQARa09KjA_vgZFJFk7ZDNZ07iwXSvLrK2eLBZAs4wjNStp5ec_AFEc&u=aHR0cHMlM2ElMmYlMmZ3d3cuZnJlc2h3b3Jrcy5jb20lMmZmcmVzaGRlc2slMmZscCUyZmhvbWUlMmYlM2Z0YWN0aWNfaWQlM2QzMzg3Mjc1JTI2ZGV2aWNlJTNkYyUyNm1hdGNodHlwZSUzZHAlMjZuZXR3b3JrJTNkbyUyNmdjbGlkJTNkJTI2YXVkaWVuY2UlM2Rrd2QtODE4NDUxNDYyMTI2MjUlM2Fsb2MtOTAlMjZhZF9pZCUzZCUyNm1zY2xraWQlM2RkNGQ3MzE4MGYyY2MxMDMwNTMyYjViMzAxMjZjNTI4OSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZEZELVNlYXJjaC1CcmFuZC1JbmRpYS1UaWVyLTIlMjZ1dG1fdGVybSUzZGZyZXNoZGVzayUyNTIwdGlja2V0c3lzdGVtJTI2dXRtX2NvbnRlbnQlM2RCcmFuZC1UaWNrZXRpbmctUE0&rlid=d4d73180f2cc1030532b5b30126c5289,Unverified,
14,Support and Helpdesk,Front,front.com,"Provides a messaging and collaboration platform for teams, with APIs to access and update messages, contacts, channels, inboxes, teammates, analytics, and more.","OAuth2, API key, Basic, bearer",Self-serve,"REST, Webhooks",Broad,Yes,Yes,None,https://help.front.com/en/articles/4883136,High,https://www.bing.com/aclick?ld=e8Ta-H8f_uE_0FbHR4HJd9OzVUCUzuyRLBK5YcZoCKP8DhRQu1MTfVnzspJrRgko9vbCMbtuwgAq4R-ArC0SgxCN_F9j4PWbxUULeVgbq42YRhafN-WZm3bfzvYMknN4z_6KcvENk8lm2MNDkm9qVNX5ZTdwUTpiyqm5BYBlbP8d_nIWuOYs8wFLswWZ2BO1gwHn0HAVu5UaKhCB0cihahqbsFIhI&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1ODUyOCUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkZmRiZGU1NTFhMjE5MWQ2NjRjYWE4ZmUxNDJkZDE3ZDg&rlid=fdbde551a2191d664caa8fe142dd17d8 | https://community.front.com/p/developers | https://community.front.com/developers-36 | https://help.front.com/en/articles/2482 | https://community.front.com/api-news-updates-40/the-front-mcp-server-is-here-beta-3712,Unverified,
15,Support and Helpdesk,Pylon,usepylon.com,Connects external data to AI tools via the Model Context Protocol (MCP).,OAuth2,Unknown,Unknown,Unknown,Yes,Partial,Requires an OAuth-capable MCP server or a supported static credential; a public MCP server with no authentication cannot be connected.,https://www.usepylon.com/integrations/mcp,Medium,https://www.bing.com/aclick?ld=e8_ThRgUN19IRo5EnynJ1T8TVUCUx_U655A4wBVHKM49MotNnAhazeXs0BphGQUBhZcIr0cIHutI0a1iVHFq9Sqid-LqXMUJ1OnpO-uRqtUcMZdUo1ioH1HVUUxWD_e04xcdTqhYuwZ1gYQc4yWa7nJU_T5edbAK4WzJ8si5rVbwzFZuZ5exSLwYsXpYvsjpj2pWLRiQ&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1ODUyOCUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtYXBpYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkYzViZDgwODRlODdjMTQyYjcyYjJlYTM0MDg4ODRjMWU&rlid=c5bd8084e87c142b72b2ea3408884c1e | https://www.usepylon.com/integrations/mcp | https://support.usepylon.com/articles/1478561037-how-do-i-connect-a-custom-mcp-to-pylon | https://support.usepylon.com/articles/3815553804-how-to-connect-a-custom-mcp,Unverified,
16,Support and Helpdesk,LiveAgent,liveagent.com,LiveAgent is a helpdesk and support ticketing platform.,API key,Self-serve,REST,Moderate,Unknown,Yes,Rate limit of 180 requests per minute per API key may restrict high‑volume usage,https://support.liveagent.com/docs/api/v3/,Medium,https://www.bing.com/aclick?ld=e8Z0kjYZTkCdO7FCh3fJNMVzVUCUzquwdfWWXpJNvitRW6x9GY-NwXo0HVjmWjiDbEp5zUXql5VC5gJgtOGFm6uJaZKzJwHY9tjTSF4mRDKAaTkqho-krFGtrgmU8Ns5cdIpbijApQ8tmjwWvDQ1EBQx62A33CQDu-bqjdAV9mSrZLfb8mZyY0r7GQtUjL9WFV4BAzzFIK6LIXYTBBmXUUActK0OA&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1ODUyOCUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkNmVmZjlmMTcxNjk3MTc3MGYxNjVmNWE3ZjdiNWNmZjU&rlid=6eff9f1716971770f165f5a7f7b5cff5 | https://www.bing.com/aclick?ld=e8GD4voVQSexIzK-pfwov3tzVUCUw-foFhtXw_GEfvpeJ6mtFen-X1ohQgYavqLOzs95yPVFAAF4vtGsmJCnmAii7fk_Tsz22s9gNoYE606FUx6b1DsPolreG-Jj1JlreWTxFbfTH6UhGHaTQub2m7E9jXDxbryzSIjmWK-TKHXzrsA1EWVFuRGhHhF-nZFhOF-fwvdo6ScGa5zPT3ylba5IrISGU&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1nYXRld2F5JTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE4MDg3NzU5NjIyMzAxNiUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzgwNTMyMzI5OTgwOSUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZ2F0ZXdheSUyNmhzYV9tdCUzZHAlMjZoc2FfbmV0JTNkYWR3b3JkcyUyNmhzYV92ZXIlM2QzJTI2bXNjbGtpZCUzZDBhMzNmNGU0OGQ0MjExOWNiODE2OWU1NDZjNjBkOGQyJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkU00lMjUyMCUyNTdDJTI1MjBNU0ElMjUyMCUyNTdDJTI1MjBBUEFDJTI1MjAlMjU3QyUyNTIwSW5kaWElMjUyMCUyNTI2JTI1MjBVQUUlMjUyMCUyNTdDJTI1MjBBUElNJTI1MjAtUCUyNnV0bV90ZXJtJTNkYXBpJTI1MjBnYXRld2F5JTI2dXRtX2NvbnRlbnQlM2RHYXRld2F5&rlid=0a33f4e48d42119cb8169e546c60d8d2 | https://support.liveagent.com/docs/api/v3/ | https://support.liveagent.com/066804-LiveAgent-API | https://faq.liveagent.com/575658-API,Unverified,
17,Support and Helpdesk,Plain,plain.com,Customer-support platform with a GraphQL API and typed SDK for support operations.,API key,Self-serve,"GraphQL, SDK",Broad,Yes,Yes,API keys are created for machine users with fine-grained permissions; MCP uses the user's existing Plain account.,https://www.plain.com/docs/graphql/authentication,Low,https://www.plain.com/docs/graphql/authentication,Verified,Manually/document verified against official source.
18,Support and Helpdesk,Help Scout,helpscout.com,Unknown,Unknown,Unknown,REST,Unknown,Unknown,Unknown,Unknown,https://developer.helpscout.com/mailbox-api/overview/authentication/,Low,https://developer.helpscout.com/mailbox-api/overview/authentication/ | https://developer.helpscout.com/docs-api/ | https://docs.helpscout.com/article/1141-docs-api,Unverified,
19,Support and Helpdesk,Gorgias,gorgias.com,"Gorgias is a support and helpdesk platform that provides a REST API for managing tickets, customers, and conversations.","API key, OAuth2",Self-serve,REST,Moderate,Yes,Yes,None,https://developers.gorgias.com/reference/authentication,High,https://www.bing.com/aclick?ld=e8UVCbq5dmArqNohXJ5XU2kDVUCUyr7Iytew642oZFiOorXEzrceOYDSA4kcfBK50LQM_UrQzw7InfIAJRHZG-ULu4eFsLBj3w0DzyWbnyh8X-0UavSeQjEIDQ5DQFW7KbJGADVGT8zGkXHmVwWppfYZ-58s98eNb9kJY943FcSY4V5v40Qk8IEvFPIuSiGyj4k6_6LitqIj061HSNKgqVDVuw92Q&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1ODUyOCUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkNjNjOWNjZjMyN2ExMWE3M2ZmYmRhNjQzYzYwZDRhMzQ&rlid=63c9ccf327a11a73ffbda643c60d4a34 | https://developers.gorgias.com/reference/authentication | https://docs.gorgias.com/en-US/rest-api-208286 | https://docs.gorgias.com/en-US/articles/developer-resources-18370 | https://developers.gorgias.com/docs/access-tokens-api-keys,Unverified,
20,Support and Helpdesk,Gladly,gladly.com,Provides a REST API that gives agents rich customer context for support interactions,Basic,Unknown,REST,Moderate,Unknown,Yes,None,https://developer.gladly.com/rest/,High,https://developer.gladly.com/rest/ | https://developer.gladly.com/ | https://help.gladly.com/developer-tutorials/docs/setup-and-testing,Unverified,
21,Communications and Messaging,Slack,slack.com,"Team messaging and collaboration platform with APIs for channels, messages, users, apps, events, and workspace data.",OAuth2,Self-serve,"REST, Webhooks",Broad,Yes,Yes,None,https://api.slack.com/authentication/oauth-v2,High,https://api.slack.com/authentication/oauth-v2,Verified,Manually/document verified against official source.
22,Communications and Messaging,Twilio,twilio.com,Provides communications and messaging APIs,Basic,Self-serve,REST,Broad,Unknown,Yes,None,https://www.twilio.com/docs/iam/credentials/api,High,https://www.twilio.com/docs/iam/credentials/api | https://www.twilio.com/docs/usage/api | https://help.twilio.com/articles/36881264279067-How-to-Use-API-Key-and-Secret-to-Authenticate-Twilio-CLI-Commands,Unverified,
23,Communications and Messaging,Zoho Cliq,zoho.com/cliq,"Zoho Cliq is a communications and messaging platform that offers APIs for developers to build integrations such as bots, slash commands, and widgets.",OAuth2,Unknown,REST,Unknown,Yes,Yes,None,https://www.zoho.com/cliq/help/restapi/v2/introduction/,Medium,https://www.zoho.com/cliq/help/restapi/v2/introduction/ | https://www.zoho.com/cliq/help/restapi/v3/introduction/ | https://docs.catalyst.zoho.com/en/tutorials/invoice-notifier/java/register-client/ | https://community.zoho.com/developer/101-series/cliq/ | https://www.zoho.com/cliq/help/platform/zoho-cliq-mcp.html,Unverified,
24,Communications and Messaging,Lark (Larksuite),open.larksuite.com,"Lark is a collaborative office platform that provides messaging, document collaboration, and other enterprise productivity tools.",Unknown,Self-serve,REST,Unknown,Yes,Yes,None,https://open.larksuite.com/document/home/index?lang=en-US,Medium,https://www.bing.com/aclick?ld=e8aHWlK1ZaIiLU-KmfyeKU7TVUCUxp4307by5dHKcdF-7Kc3UpH0P2C_JXfDswJkCVXbzj20evrfoGtyF_IVO3G2NsgPMExxBcsjkmOKafOHKzA1ahOZrMIXb2H56VTBIWjLLFWNqnZbtiRoEwblkQ9Y0p5zenr5YaqZcrsZbgl0mPHwIkfdr94evuX4aQHllNsGMourjb0PJtoLwobch7Ii2rVbk&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1NTE1NiUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkMzlkMjRjNTM3OGZiMWNlNWI2YmIyNmUzOWE3MTdlMWI&rlid=39d24c5378fb1ce5b6bb26e39a717e1b | https://open.larksuite.com/document/home/index?lang=en-US | https://open.larksuite.com/?lang=en-US | https://open.larksuite.com/document/developer-tools-portal?from=home | https://www.bing.com/aclick?ld=e8_VcDNbOnehf4gl6vvWmByjVUCUxHGQWw1s2Eh3wXzAJO7Q_5CZXBM9APF-ZfZpu2DuWShwtmA7qn92CkzIYYRLN9-HeH5i7kuSoX06ARVcDH7uzwoSw_RRxt3MwU7RPMBdWR5yGo15SYEemOritI4gHWsOUA7S99Y4-_pumH9kxib6mUl3-yYTsXTj66KDIIBSmVjqAwpYTuxncokA43IU-tjCw&u=aHR0cHMlM2ElMmYlMmZ3d3cuc2NyYXBlcmFwaS5jb20lMmZzb2x1dGlvbnMlMmZhaSUyZm1jcCUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9pZCUzZDQ4ODA5NjU3M18xMjQxMzUwMTkxMzk5Mjc5JTI2dXRtX2NhbXBhaWduJTNkc2EtYmluZy1nZW90MS1zLWFpJTI2dXRtX2NvbnRlbnQlM2Q3NzU4NDUzMjEyNTQxMyUyNnV0bV90ZXJtJTNkbWNwJTI1MjBjbGllbnQlMjZtc2Nsa2lkJTNkNzFlYTM1ZmJjNzExMTljNGVhOTQ1ZjRiMjU4MTA5MzElMjZtYXRjaF90eXBlJTNkcCUyNmRldmljZSUzZGMlMjZuZXR3b3JrJTNkbyUyNnV0bV9tdCUzZHAlMjZ1dG1fZGV2aWNlJTNkZCUyNnV0bV90ZXJtJTNkbWNwJTI1MjBjbGllbnQlMjZ1dG1fY2FtcGFpZ24lM2RzYS1iaW5nLWdlb3QxLXMtYWklMjZ1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1faWQlM2Q0ODgwOTY1NzNfMTI0MTM1MDE5MTM5OTI3OSUyNm1zY2xraWQlM2Q3MWVhMzVmYmM3MTExOWM0ZWE5NDVmNGIyNTgxMDkzMQ&rlid=71ea35fbc71119c4ea945f4b25810931,Unverified,
